run_id,run_number,started_at,profile_id,profile_name,host_os,host_arch,implementation,language,variant,case_id,warmup,repeat_index,iterations,parallel_chains,loop_trip_count,remainder,timer_kind,elapsed_ns,ns_per_iteration,ns_per_add,legacy_cycles,legacy_cycles_per_iteration,legacy_cycles_per_add,result_checksum,requested_priority_mode,requested_affinity_mode,applied_priority_mode,applied_affinity_mode,scheduler_notes,pid,tid,runtime_name,runtime_source,status,log_file,raw_file,error_message,platform_extras_json
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,true,1,1,1,1,0,clock_gettime_ns,0,0.0,0.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19328,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__warmup_1.log,runs/run01_02_17_16_04_26/raw/c__case1__warmup_1.log,,"{""counter_frequency"": 0}"
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,false,1,1,1,1,0,clock_gettime_ns,0,0.0,0.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19329,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__repeat_1.log,runs/run01_02_17_16_04_26/raw/c__case1__repeat_1.log,,"{""counter_frequency"": 0}"
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,false,2,1,1,1,0,clock_gettime_ns,0,0.0,0.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19330,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__repeat_2.log,runs/run01_02_17_16_04_26/raw/c__case1__repeat_2.log,,"{""counter_frequency"": 0}"
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,false,3,1,1,1,0,clock_gettime_ns,1000,1000.0,500.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19331,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__repeat_3.log,runs/run01_02_17_16_04_26/raw/c__case1__repeat_3.log,,"{""counter_frequency"": 0}"
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,false,4,1,1,1,0,clock_gettime_ns,0,0.0,0.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19332,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__repeat_4.log,runs/run01_02_17_16_04_26/raw/c__case1__repeat_4.log,,"{""counter_frequency"": 0}"
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,false,5,1,1,1,0,clock_gettime_ns,0,0.0,0.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19333,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__repeat_5.log,runs/run01_02_17_16_04_26/raw/c__case1__repeat_5.log,,"{""counter_frequency"": 0}"
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,false,6,1,1,1,0,clock_gettime_ns,0,0.0,0.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19334,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__repeat_6.log,runs/run01_02_17_16_04_26/raw/c__case1__repeat_6.log,,"{""counter_frequency"": 0}"
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,false,7,1,1,1,0,clock_gettime_ns,0,0.0,0.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19335,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__repeat_7.log,runs/run01_02_17_16_04_26/raw/c__case1__repeat_7.log,,"{""counter_frequency"": 0}"
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,false,8,1,1,1,0,clock_gettime_ns,0,0.0,0.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19336,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__repeat_8.log,runs/run01_02_17_16_04_26/raw/c__case1__repeat_8.log,,"{""counter_frequency"": 0}"
run01_02_17_16_04_26,1,2026-04-16T02:17:57,iterations,iterations,macos,arm64,c,c,default,case1,false,9,1,1,1,0,clock_gettime_ns,0,0.0,0.0,,,,1,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,19337,8235830272,c,repo_binary,success,runs/run01_02_17_16_04_26/raw/c__case1__repeat_9.log,runs/run01_02_17_16_04_26/raw/c__case1__repeat_9.log,,"{""counter_frequency"": 0}"
