run_id,run_number,started_at,profile_id,profile_name,host_os,host_arch,implementation,language,variant,case_id,warmup,repeat_index,iterations,parallel_chains,loop_trip_count,remainder,timer_kind,elapsed_ns,ns_per_iteration,ns_per_add,legacy_cycles,legacy_cycles_per_iteration,legacy_cycles_per_add,result_checksum,requested_priority_mode,requested_affinity_mode,applied_priority_mode,applied_affinity_mode,scheduler_notes,pid,tid,runtime_name,runtime_source,status,log_file,raw_file,error_message,platform_extras_json
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,true,1,1,8,0,1,clock_gettime_ns,0,0.0,0.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23249,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__warmup_1.log,runs/run03_02_35_16_04_26/raw/c__case1__warmup_1.log,,"{""counter_frequency"": 0}"
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,false,1,1,8,0,1,clock_gettime_ns,0,0.0,0.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23254,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__repeat_1.log,runs/run03_02_35_16_04_26/raw/c__case1__repeat_1.log,,"{""counter_frequency"": 0}"
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,false,2,1,8,0,1,clock_gettime_ns,0,0.0,0.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23255,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__repeat_2.log,runs/run03_02_35_16_04_26/raw/c__case1__repeat_2.log,,"{""counter_frequency"": 0}"
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,false,3,1,8,0,1,clock_gettime_ns,0,0.0,0.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23256,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__repeat_3.log,runs/run03_02_35_16_04_26/raw/c__case1__repeat_3.log,,"{""counter_frequency"": 0}"
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,false,4,1,8,0,1,clock_gettime_ns,0,0.0,0.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23257,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__repeat_4.log,runs/run03_02_35_16_04_26/raw/c__case1__repeat_4.log,,"{""counter_frequency"": 0}"
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,false,5,1,8,0,1,clock_gettime_ns,1000,1000.0,500.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23258,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__repeat_5.log,runs/run03_02_35_16_04_26/raw/c__case1__repeat_5.log,,"{""counter_frequency"": 0}"
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,false,6,1,8,0,1,clock_gettime_ns,1000,1000.0,500.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23260,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__repeat_6.log,runs/run03_02_35_16_04_26/raw/c__case1__repeat_6.log,,"{""counter_frequency"": 0}"
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,false,7,1,8,0,1,clock_gettime_ns,1000,1000.0,500.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23261,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__repeat_7.log,runs/run03_02_35_16_04_26/raw/c__case1__repeat_7.log,,"{""counter_frequency"": 0}"
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,false,8,1,8,0,1,clock_gettime_ns,0,0.0,0.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23262,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__repeat_8.log,runs/run03_02_35_16_04_26/raw/c__case1__repeat_8.log,,"{""counter_frequency"": 0}"
run03_02_35_16_04_26,3,2026-04-16T02:35:21,iterations_p8,iterations p8,macos,arm64,c,c,default,case1,false,9,1,8,0,1,clock_gettime_ns,0,0.0,0.0,,,,1759,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,23263,8235830272,c,repo_binary,success,runs/run03_02_35_16_04_26/raw/c__case1__repeat_9.log,runs/run03_02_35_16_04_26/raw/c__case1__repeat_9.log,,"{""counter_frequency"": 0}"
